iter	Logloss
0	0.6537547801
1	0.6253324307
2	0.6018735773
3	0.5646194778
4	0.5415792925
5	0.5063842858
6	0.4784888675
7	0.4652216112
8	0.4432493125
9	0.4238706628
10	0.3972714071
11	0.381676952
12	0.365100796
13	0.349299401
14	0.3388330713
15	0.3260163168
16	0.3145724237
17	0.3041937053
18	0.2925057846
19	0.2787740616
20	0.2680184146
21	0.2566153308
22	0.2475681293
23	0.2365938574
24	0.2297503228
25	0.2216602229
26	0.2148044916
27	0.2064973364
28	0.1999146305
29	0.1926292703
30	0.188448213
31	0.1770608599
32	0.17214015
33	0.1665522183
34	0.1599897078
35	0.1560481166
36	0.1506053091
37	0.1446688809
38	0.141260686
39	0.1365324625
40	0.131875605
41	0.1287264718
42	0.1241531906
43	0.1214496425
44	0.1165404332
45	0.1139476541
46	0.1102027086
47	0.1077686461
48	0.1058059086
49	0.1029792229
50	0.1008002286
51	0.09786439314
52	0.09576591663
53	0.0937942639
54	0.09179206192
55	0.08940108617
56	0.08656953058
57	0.08451663858
58	0.0828797454
59	0.08103795319
60	0.0792818057
61	0.07801047744
62	0.076058181
63	0.07388419906
64	0.07247368402
65	0.07117321746
66	0.07010893555
67	0.06863267627
68	0.06765684858
69	0.0658237248
70	0.06487272804
71	0.06354122392
72	0.06201261779
73	0.0608363878
74	0.05942688696
75	0.05855778108
76	0.05756022719
77	0.05682191097
78	0.05587759924
79	0.0548957279
80	0.05406982079
81	0.05310738211
82	0.05254060992
83	0.05187663995
84	0.05068641125
85	0.04966991395
86	0.0490315482
87	0.04837147767
88	0.04737609532
89	0.04683592496
90	0.04647140251
91	0.04539854219
92	0.04436024961
93	0.04351659523
94	0.04267583772
95	0.04224775312
96	0.04156424136
97	0.04086266536
98	0.04015475993
99	0.03927234669
100	0.03885103421
101	0.03834501421
102	0.03791272671
103	0.03737335838
104	0.03695201051
105	0.03649150239
106	0.03595875871
107	0.03570744504
108	0.03531347324
109	0.03481767622
110	0.03393086853
111	0.03357198881
112	0.03309813794
113	0.03279720681
114	0.03221795832
115	0.03188598606
116	0.03150179641
117	0.03119905526
118	0.03083462718
119	0.0304600882
120	0.03013578663
121	0.02972685716
122	0.02941404236
123	0.02908067685
124	0.02882285835
125	0.02846540418
126	0.02784986887
127	0.02750130479
128	0.02717018904
129	0.02659649107
130	0.02628970426
131	0.02575508024
132	0.02549844887
133	0.02526725518
134	0.02497951578
135	0.02470331173
136	0.02421949462
137	0.02395613755
138	0.02350383593
139	0.02330610016
140	0.02314982594
141	0.02272420671
142	0.02249649446
143	0.02231374367
144	0.02191152183
145	0.02151930247
146	0.02135132307
147	0.02098333696
148	0.0206264616
149	0.02028081007
150	0.01994533045
151	0.01961981816
152	0.01930442507
153	0.01899758594
154	0.01870026672
155	0.01841153926
156	0.018130741
157	0.01785433564
158	0.01758772616
159	0.01732979234
160	0.01707845554
161	0.01683375946
162	0.01659705777
163	0.01636616257
164	0.01614179835
165	0.01592121848
166	0.01570233935
167	0.01549391192
168	0.01528557087
169	0.01508784558
170	0.01489446297
171	0.01470533828
172	0.01452178632
173	0.01434157471
174	0.01416020677
175	0.01398816185
176	0.01381999262
177	0.01365620806
178	0.01349542135
179	0.01333872182
180	0.01318513571
181	0.01303402738
182	0.01288658295
183	0.01273833867
184	0.01259661225
185	0.01245924047
186	0.01232337385
187	0.01219072333
188	0.01206100414
189	0.01193406014
190	0.01180890171
191	0.0116862924
192	0.01156631011
193	0.01144619775
194	0.0113278362
195	0.01121514966
196	0.01110368719
197	0.01099462869
198	0.01088731464
199	0.01078194853
200	0.01067834379
201	0.01057739261
202	0.01047807001
203	0.01037998707
204	0.01028361214
205	0.01018934286
206	0.0100967815
207	0.01000520777
208	0.009916062855
209	0.009827808593
210	0.009741328463
211	0.009656691186
212	0.009572305367
213	0.009490161746
214	0.009408617004
215	0.00932687164
216	0.009247654933
217	0.009171527112
218	0.009095345081
219	0.009020589758
220	0.008947784624
221	0.008874963426
222	0.008803529122
223	0.008733537087
224	0.008664880258
225	0.0085965667
226	0.008529520865
227	0.00846375851
228	0.00839946256
229	0.008335178369
230	0.008271788441
231	0.008207445072
232	0.008146352523
233	0.008085895446
234	0.008024880042
235	0.007964862976
236	0.007906849457
237	0.007849903428
238	0.007794201335
239	0.007739029359
240	0.007684165883
241	0.007629594261
242	0.007577038913
243	0.007524443363
244	0.007473221204
245	0.007422071183
246	0.007368398442
247	0.007318579747
248	0.007270133084
249	0.007221502718
250	0.007173549306
251	0.007125837651
252	0.007079447503
253	0.007033110557
254	0.006988509791
255	0.006943772547
256	0.0068988256
257	0.006855435553
258	0.006811808213
259	0.006769488721
260	0.006726593555
261	0.006685075156
262	0.006643092066
263	0.006600028602
264	0.006559843586
265	0.0065203928
266	0.006481302786
267	0.006442105165
268	0.006403588457
269	0.006364898446
270	0.006327996768
271	0.006291416163
272	0.00625407331
273	0.006217585566
274	0.006181631625
275	0.006146118045
276	0.00611180525
277	0.006076652401
278	0.006042392769
279	0.006007813228
280	0.005974942391
281	0.005941858748
282	0.005906903883
283	0.00587345555
284	0.00584051824
285	0.005809315674
286	0.005776911819
287	0.005746510734
288	0.005715936539
289	0.005685626684
290	0.005654986366
291	0.005625102979
292	0.005595103566
293	0.005566011028
294	0.005537250234
295	0.005507891299
296	0.005479449988
297	0.005452039884
298	0.005423387241
299	0.005395895685
300	0.005368511154
301	0.005341351304
302	0.005314581213
303	0.005288077635
304	0.005262534445
305	0.005236097806
306	0.005209754182
307	0.00518407921
308	0.00515948267
309	0.00513380568
310	0.005109065135
311	0.005084094747
312	0.005060503143
313	0.005035933224
314	0.005012286167
315	0.004988412373
316	0.004964604198
317	0.00494189151
318	0.004918791664
319	0.004895636269
320	0.004873298147
321	0.004851077586
322	0.004828953533
323	0.004805448795
324	0.00478389995
325	0.004761505872
326	0.004740421699
327	0.004719081665
328	0.004698292566
329	0.004677515613
330	0.004656537999
331	0.004636146225
332	0.004616184568
333	0.004596220834
334	0.004575374187
335	0.004555718178
336	0.004536369466
337	0.004517074248
338	0.004497886092
339	0.004478922541
340	0.004459480134
341	0.004440210488
342	0.00442210191
343	0.004403393735
344	0.00438492557
345	0.004367525243
346	0.004349122736
347	0.004330763128
348	0.004313188023
349	0.004294893743
350	0.004277306512
351	0.004260372409
352	0.004242706792
353	0.004225029494
354	0.004207956935
355	0.004191383622
356	0.004174051302
357	0.004157743902
358	0.004141852881
359	0.004125239405
360	0.004109320367
361	0.004091758397
362	0.004075372669
363	0.004060374786
364	0.0040437227
365	0.004029058056
366	0.004013634772
367	0.003998624277
368	0.003982224327
369	0.003968228159
370	0.003952457046
371	0.003938232607
372	0.003923503372
373	0.003908584108
374	0.003894349036
375	0.003879673372
376	0.00386487646
377	0.003851413746
378	0.00383657706
379	0.003823487379
380	0.003809305432
381	0.003795099522
382	0.003780283364
383	0.003766490166
384	0.003753213542
385	0.003739817747
386	0.003726516753
387	0.003712707781
388	0.003700206677
389	0.003686492525
390	0.003674285331
391	0.003660902827
392	0.003648258125
393	0.003635328535
394	0.003623027684
395	0.00361032588
396	0.00359800066
397	0.003585686034
398	0.003574146928
399	0.00356069832
400	0.003549038394
401	0.003537098373
402	0.003525092596
403	0.003513180088
404	0.003501053104
405	0.003489595023
406	0.003477829256
407	0.003466504199
408	0.00345495091
409	0.003443385397
410	0.003432219266
411	0.003420826475
412	0.003409836208
413	0.00339869924
414	0.003386682811
415	0.003375191377
416	0.003363933104
417	0.003353100231
418	0.003343068839
419	0.003331385281
420	0.00332120707
421	0.00331061737
422	0.003300532466
423	0.003289954911
424	0.003279591387
425	0.003268719942
426	0.003258676326
427	0.003248523669
428	0.003238229042
429	0.003228905824
430	0.00321859585
431	0.003209032215
432	0.003198428274
433	0.00318882496
434	0.00317922318
435	0.003169806344
436	0.00315965683
437	0.003150120785
438	0.003140612253
439	0.003130796036
440	0.003121617599
441	0.003112525388
442	0.003102788624
443	0.003094147289
444	0.003084356994
445	0.003075326871
446	0.003066231089
447	0.003057135269
448	0.003047882094
449	0.003038812235
450	0.003029396525
451	0.003020929464
452	0.003012249984
453	0.003002069076
454	0.002993227021
455	0.002984799736
456	0.002975957701
457	0.002967637382
458	0.002959744015
459	0.002951048722
460	0.0029429149
461	0.002934807058
462	0.002926059843
463	0.002917860363
464	0.002909324015
465	0.002900842732
466	0.002893255034
467	0.002885229866
468	0.002877016552
469	0.00286885318
470	0.002860802032
471	0.00285249347
472	0.002845963056
473	0.002837989751
474	0.002830216739
475	0.00282166778
476	0.002814216229
477	0.002806975564
478	0.00279924225
479	0.002791123368
480	0.002783922459
481	0.002776804128
482	0.002769084608
483	0.002761444562
484	0.002753845843
485	0.002746819208
486	0.002739688692
487	0.002732769101
488	0.002724783165
489	0.002717889535
490	0.002710437538
491	0.002703386514
492	0.002697054374
493	0.002690189828
494	0.002682442331
495	0.002674762121
496	0.002667804346
497	0.002661821161
498	0.002654635173
499	0.002647568336
500	0.002641237729
501	0.002634093049
502	0.002627454737
503	0.002620749176
504	0.002613993226
505	0.00260753982
506	0.00260095502
507	0.002594278563
508	0.002587932181
509	0.002581748355
510	0.002574816094
511	0.002568272602
512	0.002562793825
513	0.002556225945
514	0.00254947859
515	0.002543588266
516	0.002537150208
517	0.002530392259
518	0.002524515692
519	0.002517730211
520	0.002511867419
521	0.002506018422
522	0.00249932458
523	0.002494114917
524	0.002487718186
525	0.00248118488
526	0.002475816291
527	0.002470193489
528	0.002463647979
529	0.002457931939
530	0.002452734479
531	0.002446565525
532	0.002439468905
533	0.002433723295
534	0.002428632841
535	0.002422702353
536	0.002417053581
537	0.002411055796
538	0.002405966952
539	0.002399688955
540	0.002393718712
541	0.002389203515
542	0.002382858297
543	0.002377356286
544	0.002372078908
545	0.002366696106
546	0.002361700472
547	0.002355944288
548	0.002350214025
549	0.00234531163
550	0.002339515699
551	0.002334452351
552	0.002329482716
553	0.002323805966
554	0.002319306096
555	0.002313214665
556	0.00230857825
557	0.002303236756
558	0.002297599732
559	0.002292670979
560	0.002286928551
561	0.002283227009
562	0.002277617556
563	0.002272476306
564	0.002266891262
565	0.002262671119
566	0.002257206856
567	0.002253054001
568	0.002247684519
569	0.002242740409
570	0.002237664904
571	0.002232722375
572	0.002228101269
573	0.002223521529
574	0.002218670639
575	0.002213676169
576	0.002208425906
577	0.00220485897
578	0.0021994238
579	0.002195174117
580	0.002190074204
581	0.002185838316
582	0.002180895768
583	0.002176181045
584	0.002171758659
585	0.002166483998
586	0.002162597152
587	0.002157828906
588	0.002153460004
589	0.002148290805
590	0.002144875742
591	0.002139027454
592	0.002135259778
593	0.002130569424
594	0.00212636266
595	0.002121272914
596	0.002117453356
597	0.002112883783
598	0.002108651029
599	0.002104081475
